index,term,TF,IDF,TF-IDF
2969,concluida,0.000006,1.871802,0.000012
2970,concluido,0.000006,1.871802,0.000012
2971,concluir,0.000019,1.871802,0.000036
2972,conclusio,0.000006,1.871802,0.000012
2973,concluya,0.000006,1.871802,0.000012
2974,concluyamos,0.000006,1.871802,0.000012
2975,concluye,0.000019,1.871802,0.000036
2976,concluyente,0.000006,1.871802,0.000012
2977,concluyese,0.000013,1.871802,0.000024
2978,concluyesen,0.000006,1.871802,0.000012
2979,concluyo,0.000019,1.871802,0.000036
2980,concordancia,0.000006,1.871802,0.000012
2981,concordarnos,0.000006,1.871802,0.000012
2982,concordia,0.000013,1.871802,0.000024
2983,condado,0.000064,1.871802,0.000121
2984,condados,0.000006,1.871802,0.000012
2985,conde,0.000122,1.871802,0.000229
2986,condecender,0.000006,1.871802,0.000012
2987,condena,0.000013,1.871802,0.000024
2988,condenada,0.000006,1.871802,0.000012
2989,condenado,0.000013,1.871802,0.000024
2990,condenados,0.000013,1.871802,0.000024
2991,condenar,0.000006,1.871802,0.000012
2992,condenarlos,0.000006,1.871802,0.000012
2993,condenaron,0.000006,1.871802,0.000012
2994,condes,0.000019,1.871802,0.000036
2995,condesa,0.000006,1.871802,0.000012
2996,condescender,0.000006,1.871802,0.000012
2997,condicio,0.000213,1.871802,0.000398
2998,condiciones,0.000006,1.871802,0.000012
2999,conditions,0.000000,1.871802,0.000000
3000,conduce,0.000019,1.871802,0.000036
3001,conducido,0.000032,1.871802,0.000060
3002,conducirla,0.000006,1.871802,0.000012
3003,conejo,0.000006,1.871802,0.000012
3004,confesado,0.000006,1.871802,0.000012
3005,confesando,0.000006,1.871802,0.000012
3006,confesar,0.000032,1.871802,0.000060
3007,confesaremos,0.000006,1.871802,0.000012
3008,confesase,0.000006,1.871802,0.000012
3009,confesio,0.000006,1.871802,0.000012
3010,confeso,0.000032,1.871802,0.000060
3011,confi,0.000026,1.871802,0.000048
3012,confiada,0.000006,1.871802,0.000012
3013,confiado,0.000019,1.871802,0.000036
3014,confianza,0.000052,1.871802,0.000097
3015,confidently,0.000000,1.871802,0.000000
3016,confiesa,0.000006,1.871802,0.000012
3017,confiesas,0.000006,1.871802,0.000012
3018,confiese,0.000006,1.871802,0.000012
3019,confieso,0.000032,1.871802,0.000060
3020,confirma,0.000006,1.871802,0.000012
3021,confirmacio,0.000045,1.871802,0.000084
3022,confirmada,0.000006,1.871802,0.000012
3023,confirmado,0.000013,1.871802,0.000024
3024,confirmar,0.000032,1.871802,0.000060
3025,confirmaron,0.000013,1.871802,0.000024
3026,confirme,0.000006,1.871802,0.000012
3027,confirmo,0.000071,1.871802,0.000133
3028,conflicto,0.000006,1.871802,0.000012
3029,conformaba,0.000006,1.871802,0.000012
3030,conforme,0.000077,1.871802,0.000145
3031,confundan,0.000006,1.871802,0.000012
3032,confundiese,0.000013,1.871802,0.000024
3033,confusa,0.000032,1.871802,0.000060
3034,confusas,0.000019,1.871802,0.000036
3035,confusio,0.000097,1.871802,0.000181
3036,confusiones,0.000013,1.871802,0.000024
3037,confuso,0.000110,1.871802,0.000205
3038,confusos,0.000019,1.871802,0.000036
3039,congoja,0.000013,1.871802,0.000024
3040,congojaban,0.000006,1.871802,0.000012
3041,congojadi,0.000006,1.871802,0.000012
3042,congojarte,0.000006,1.871802,0.000012
3043,congoje,0.000006,1.871802,0.000012
3044,congojo,0.000013,1.871802,0.000024
3045,congratula,0.000006,1.871802,0.000012
3046,conjeturamos,0.000006,1.871802,0.000012
3047,conjeturando,0.000006,1.871802,0.000012
3048,conjeturar,0.000013,1.871802,0.000024
3049,conjeturas,0.000013,1.871802,0.000024
3050,conjeturo,0.000006,1.871802,0.000012
3051,conjuraran,0.000006,1.871802,0.000012
3052,conjurarme,0.000006,1.871802,0.000012
3053,conjuro,0.000006,1.871802,0.000012
3054,conmigo,0.000251,1.871802,0.000471
3055,conmovido,0.000006,1.871802,0.000012
3056,conmovio,0.000006,1.871802,0.000012
3057,connected,0.000000,0.619039,0.000000
3058,conoce,0.000045,1.871802,0.000084
3059,conocelle,0.000013,1.871802,0.000024
3060,conocemos,0.000026,1.871802,0.000048
3061,conocen,0.000013,1.871802,0.000024
3062,conocer,0.000155,1.871802,0.000290
3063,conocera,0.000006,1.871802,0.000012
3064,conocerla,0.000006,1.871802,0.000012
3065,conocerle,0.000013,1.871802,0.000024
3066,conocerlos,0.000006,1.871802,0.000012
3067,conocerme,0.000006,1.871802,0.000012
3068,conocerse,0.000006,1.871802,0.000012
3069,conoces,0.000032,1.871802,0.000060
3070,conoci,0.000161,1.871802,0.000302
3071,conocida,0.000013,1.871802,0.000024
3072,conocido,0.000161,1.871802,0.000302
3073,conocidos,0.000039,1.871802,0.000072
3074,conocie,0.000013,1.871802,0.000024
3075,conociendo,0.000013,1.871802,0.000024
3076,conociera,0.000032,1.871802,0.000060
3077,conocieran,0.000006,1.871802,0.000012
3078,conocieron,0.000045,1.871802,0.000084
3079,conociese,0.000013,1.871802,0.000024
3080,conocimiento,0.000090,1.871802,0.000169
3081,conocimos,0.000006,1.871802,0.000012
3082,conocio,0.000135,1.871802,0.000253
3083,conozca,0.000026,1.871802,0.000048
3084,conozcan,0.000006,1.871802,0.000012
3085,conozcas,0.000013,1.871802,0.000024
3086,conozco,0.000135,1.871802,0.000253
3087,conquista,0.000006,1.871802,0.000012
3088,conquistados,0.000006,1.871802,0.000012
3089,conquistar,0.000006,1.871802,0.000012
3090,consecuencias,0.000013,1.871802,0.000024
3091,conseguiri,0.000013,1.871802,0.000024
3092,conseguirle,0.000006,1.871802,0.000012
3093,conseja,0.000013,1.871802,0.000024
3094,consejas,0.000019,1.871802,0.000036
3095,consejero,0.000013,1.871802,0.000024
3096,consejo,0.000161,1.871802,0.000302
3097,consejos,0.000064,1.871802,0.000121
3098,consenti,0.000019,1.871802,0.000036
3099,consentimiento,0.000013,1.871802,0.000024
3100,consentimos,0.000006,1.871802,0.000012
3101,consentir,0.000026,1.871802,0.000048
3102,consentira,0.000006,1.871802,0.000012
3103,consentire,0.000026,1.871802,0.000048
3104,consentiri,0.000006,1.871802,0.000012
3105,consequently,0.000000,1.871802,0.000000
3106,conservan,0.000006,1.871802,0.000012
3107,conservar,0.000019,1.871802,0.000036
3108,conserve,0.000019,1.871802,0.000036
3109,conservo,0.000006,1.871802,0.000012
3110,consider,0.000000,1.871802,0.000000
3111,considera,0.000039,1.871802,0.000072
3112,consideraba,0.000013,1.871802,0.000024
3113,consideracio,0.000052,1.871802,0.000097
3114,consideraciones,0.000013,1.871802,0.000024
3115,considerada,0.000006,1.871802,0.000012
3116,considerado,0.000013,1.871802,0.000024
3117,considerando,0.000039,1.871802,0.000072
3118,considerar,0.000039,1.871802,0.000072
3119,considerase,0.000019,1.871802,0.000036
3120,considere,0.000006,1.871802,0.000012
3121,consideres,0.000006,1.871802,0.000012
3122,considering,0.000000,1.871802,0.000000
3123,considero,0.000006,1.871802,0.000012
3124,consiente,0.000039,1.871802,0.000072
3125,consienten,0.000013,1.871802,0.000024
3126,consiga,0.000006,1.871802,0.000012
3127,consiguiente,0.000013,1.871802,0.000024
3128,consintiera,0.000019,1.871802,0.000036
3129,consintieron,0.000006,1.871802,0.000012
3130,consintio,0.000064,1.871802,0.000121
3131,consistan,0.000006,1.871802,0.000012
3132,consiste,0.000045,1.871802,0.000084
3133,consisti,0.000019,1.871802,0.000036
3134,consolaba,0.000006,1.871802,0.000012
3135,consolacio,0.000006,1.871802,0.000012
3136,consolado,0.000006,1.871802,0.000012
3137,consolando,0.000006,1.871802,0.000012
3138,consolar,0.000039,1.871802,0.000072
3139,consolarla,0.000006,1.871802,0.000012
3140,consolarse,0.000013,1.871802,0.000024
3141,consolase,0.000006,1.871802,0.000012
3142,consolasen,0.000006,1.871802,0.000012
3143,consolo,0.000032,1.871802,0.000060
3144,consorcio,0.000006,1.871802,0.000012
3145,constant,0.000000,1.466337,0.000000
3146,constantinopla,0.000071,1.871802,0.000133
3147,constantly,0.000000,1.178655,0.000000
3148,construye,0.000006,1.871802,0.000012
3149,consue,0.000006,1.871802,0.000012
3150,consuele,0.000006,1.871802,0.000012
3151,consuelo,0.000077,1.871802,0.000145
3152,consumadamente,0.000006,1.871802,0.000012
3153,consumi,0.000013,1.871802,0.000024
3154,consumida,0.000006,1.871802,0.000012
3155,consumido,0.000006,1.871802,0.000012
3156,consumidor,0.000006,1.871802,0.000012
3157,conta,0.000045,1.871802,0.000084
3158,contaba,0.000026,1.871802,0.000048
3159,contadas,0.000006,1.871802,0.000012
3160,contadme,0.000006,1.871802,0.000012
3161,contadnos,0.000006,1.871802,0.000012
3162,contado,0.000161,1.871802,0.000302
3163,contain,0.000000,1.871802,0.000000
3164,containing,0.000000,1.871802,0.000000
3165,contains,0.000000,1.871802,0.000000
3166,contando,0.000058,1.871802,0.000109
3167,contar,0.000116,1.871802,0.000217
3168,contara,0.000006,1.871802,0.000012
3169,contaran,0.000006,1.871802,0.000012
3170,contare,0.000006,1.871802,0.000012
3171,contari,0.000006,1.871802,0.000012
3172,contarla,0.000026,1.871802,0.000048
3173,contarlo,0.000019,1.871802,0.000036
3174,contaron,0.000006,1.871802,0.000012
3175,contaros,0.000006,1.871802,0.000012
3176,contarse,0.000013,1.871802,0.000024
3177,contase,0.000026,1.871802,0.000048
3178,conte,0.000013,1.871802,0.000024
3179,contei,0.000006,1.871802,0.000012
3180,contempla,0.000013,1.871802,0.000024
3181,contemplar,0.000013,1.871802,0.000024
3182,contender,0.000006,1.871802,0.000012
3183,contener,0.000006,1.871802,0.000012
3184,conteni,0.000071,1.871802,0.000133
3185,contenta,0.000090,1.871802,0.000169
3186,contentaba,0.000013,1.871802,0.000024
3187,contentado,0.000019,1.871802,0.000036
3188,contentalle,0.000006,1.871802,0.000012
3189,contentar,0.000019,1.871802,0.000036
3190,contentara,0.000013,1.871802,0.000024
3191,contentare,0.000006,1.871802,0.000012
3192,contentarle,0.000006,1.871802,0.000012
3193,contentarme,0.000006,1.871802,0.000012
3194,contentaron,0.000006,1.871802,0.000012
3195,contentarse,0.000006,1.871802,0.000012
3196,contentas,0.000013,1.871802,0.000024
3197,contentase,0.000013,1.871802,0.000024
3198,contentasen,0.000006,1.871802,0.000012
3199,contente,0.000006,1.871802,0.000012
3200,contenti,0.000019,1.871802,0.000036
3201,contento,0.000406,1.871802,0.000760
3202,contentos,0.000058,1.871802,0.000109
3203,contextura,0.000006,1.871802,0.000012
3204,contienda,0.000013,1.871802,0.000024
3205,contiene,0.000039,1.871802,0.000072
3206,contienen,0.000039,1.871802,0.000072
3207,contigo,0.000058,1.871802,0.000109
3208,continencia,0.000006,1.871802,0.000012
3209,continente,0.000077,1.871802,0.000145
3210,contingencia,0.000006,1.871802,0.000012
3211,contingente,0.000006,1.871802,0.000012
3212,contino,0.000006,1.871802,0.000012
3213,continua,0.000032,1.871802,0.000060
3214,continuaba,0.000006,1.871802,0.000012
3215,continuamente,0.000006,1.871802,0.000012
3216,continuar,0.000006,1.871802,0.000012
3217,continuas,0.000026,1.871802,0.000048
3218,continued,0.000000,1.871802,0.000000
3219,continuo,0.000019,1.871802,0.000036
3220,continuos,0.000032,1.871802,0.000060
3221,conto,0.000213,1.871802,0.000398
3222,contorno,0.000013,1.871802,0.000024
3223,contornos,0.000039,1.871802,0.000072
3224,contra,0.000471,1.871802,0.000881
3225,contradeci,0.000006,1.871802,0.000012
3226,contradecir,0.000006,1.871802,0.000012
3227,contradecirle,0.000006,1.871802,0.000012
3228,contradecirlo,0.000006,1.871802,0.000012
3229,contradiga,0.000006,1.871802,0.000012
3230,contrahacer,0.000006,1.871802,0.000012
3231,contrahecha,0.000019,1.871802,0.000036
3232,contrahechas,0.000013,1.871802,0.000024
3233,contramina,0.000006,1.871802,0.000012
3234,contrapuestas,0.000006,1.871802,0.000012
3235,contrapuestos,0.000006,1.871802,0.000012
3236,contrapunto,0.000006,1.871802,0.000012
3237,contraria,0.000052,1.871802,0.000097
3238,contrario,0.000122,1.871802,0.000229
3239,contrarios,0.000006,1.871802,0.000012
3240,contrastado,0.000006,1.871802,0.000012
3241,contrastando,0.000006,1.871802,0.000012
3242,contraste,0.000006,1.871802,0.000012
3243,contratacio,0.000006,1.871802,0.000012
3244,contrato,0.000006,1.871802,0.000012
3245,contravenido,0.000006,1.871802,0.000012
3246,contravenir,0.000026,1.871802,0.000048
3247,contrecho,0.000006,1.871802,0.000012
3248,contributed,0.000000,1.871802,0.000000
3249,contumaz,0.000006,1.871802,0.000012
3250,convencido,0.000006,1.871802,0.000012
3251,convendra,0.000013,1.871802,0.000024
3252,convenga,0.000006,1.871802,0.000012
3253,conveni,0.000103,1.871802,0.000193
3254,convenible,0.000006,1.871802,0.000012
3255,conveniente,0.000006,1.871802,0.000012
3256,convenirle,0.000006,1.871802,0.000012
3257,conventa,0.000006,1.871802,0.000012
3258,conversaba,0.000006,1.871802,0.000012
3259,conversacio,0.000052,1.871802,0.000097
3260,conversio,0.000006,1.871802,0.000012
3261,convertida,0.000006,1.871802,0.000012
3262,convertido,0.000026,1.871802,0.000048
3263,convida,0.000006,1.871802,0.000012
3264,convidaba,0.000026,1.871802,0.000048
3265,convidado,0.000006,1.871802,0.000012
3266,convidando,0.000006,1.871802,0.000012
3267,convidaron,0.000006,1.871802,0.000012
3268,convidase,0.000006,1.871802,0.000012
3269,convido,0.000019,1.871802,0.000036
3270,convie,0.000006,1.871802,0.000012
3271,conviene,0.000058,1.871802,0.000109
3272,convino,0.000013,1.871802,0.000024
3273,convirtie,0.000006,1.871802,0.000012
3274,convirtio,0.000006,1.871802,0.000012
3275,cool,0.000000,0.367725,0.000000
3276,coolness,0.000000,1.466337,0.000000
3277,copa,0.000006,1.871802,0.000012
3278,copiosi,0.000013,1.871802,0.000024
3279,copla,0.000006,1.871802,0.000012
3280,coplas,0.000019,1.871802,0.000036
3281,copos,0.000006,1.871802,0.000012
3282,coraje,0.000019,1.871802,0.000036
3283,coral,0.000006,1.871802,0.000012
3284,corales,0.000006,1.871802,0.000012
3285,corazo,0.000316,1.871802,0.000591
3286,corazones,0.000013,1.871802,0.000024
3287,corbacho,0.000006,1.871802,0.000012
3288,corbetas,0.000006,1.871802,0.000012
3289,corchuelo,0.000019,1.871802,0.000036
3290,corcobada,0.000006,1.871802,0.000012
3291,corcovos,0.000006,1.871802,0.000012
3292,cordal,0.000006,1.871802,0.000012
3293,cordel,0.000013,1.871802,0.000024
3294,cordelejo,0.000006,1.871802,0.000012
3295,cordura,0.000026,1.871802,0.000048
3296,corellas,0.000006,1.871802,0.000012
3297,cornado,0.000006,1.871802,0.000012
3298,corneja,0.000006,1.871802,0.000012
3299,corner,0.000000,1.178655,0.000000
3300,corno,0.000006,1.871802,0.000012
3301,coro,0.000013,1.871802,0.000024
3302,corona,0.000064,1.871802,0.000121
3303,coronadas,0.000006,1.871802,0.000012
3304,coronado,0.000013,1.871802,0.000024
3305,coronados,0.000013,1.871802,0.000024
3306,coronarte,0.000006,1.871802,0.000012
3307,coronas,0.000019,1.871802,0.000036
3308,coronista,0.000013,1.871802,0.000024
3309,corpin,0.000006,1.871802,0.000012
3310,corporales,0.000006,1.871802,0.000012
3311,corra,0.000006,1.871802,0.000012
3312,corral,0.000135,1.871802,0.000253
3313,corrales,0.000006,1.871802,0.000012
3314,corran,0.000006,1.871802,0.000012
3315,corras,0.000006,1.871802,0.000012
3316,corre,0.000052,1.871802,0.000097
3317,correa,0.000006,1.871802,0.000012
3318,correas,0.000006,1.871802,0.000012
3319,corred,0.000019,1.871802,0.000036
3320,corrediza,0.000013,1.871802,0.000024
3321,corredor,0.000013,1.871802,0.000024
3322,corredores,0.000006,1.871802,0.000012
3323,corren,0.000019,1.871802,0.000036
3324,correo,0.000006,1.871802,0.000012
3325,correosa,0.000006,1.871802,0.000012
3326,correr,0.000116,1.871802,0.000217
3327,correrse,0.000006,1.871802,0.000012
3328,corresponda,0.000013,1.871802,0.000024
3329,correspondas,0.000006,1.871802,0.000012
3330,corresponde,0.000019,1.871802,0.000036
3331,correspondencia,0.000006,1.871802,0.000012
3332,corresponder,0.000019,1.871802,0.000036
3333,corresponderos,0.000006,1.871802,0.000012
3334,correspondes,0.000006,1.871802,0.000012
3335,correspondi,0.000019,1.871802,0.000036
3336,correspondido,0.000006,1.871802,0.000012
3337,correspondiese,0.000006,1.871802,0.000012
3338,correspondiesen,0.000006,1.871802,0.000012
3339,corresponding,0.000000,1.871802,0.000000
3340,correspondio,0.000006,1.871802,0.000012
3341,corri,0.000077,1.871802,0.000145
3342,corrida,0.000019,1.871802,0.000036
3343,corridi,0.000006,1.871802,0.000012
3344,corrido,0.000032,1.871802,0.000060
3345,corridos,0.000006,1.871802,0.000012
3346,corriendo,0.000045,1.871802,0.000084
3347,corriente,0.000013,1.871802,0.000024
3348,corrientes,0.000013,1.871802,0.000024
3349,corriera,0.000006,1.871802,0.000012
3350,corrieron,0.000006,1.871802,0.000012
3351,corriesen,0.000006,1.871802,0.000012
3352,corrillo,0.000006,1.871802,0.000012
3353,corrillos,0.000013,1.871802,0.000024
3354,corrio,0.000019,1.871802,0.000036
3355,corriste,0.000006,1.871802,0.000012
3356,corso,0.000039,1.871802,0.000072
3357,corta,0.000052,1.871802,0.000097
3358,cortaba,0.000006,1.871802,0.000012
3359,cortaban,0.000006,1.871802,0.000012
3360,cortada,0.000019,1.871802,0.000036
3361,cortadillo,0.000006,1.871802,0.000012
3362,cortado,0.000013,1.871802,0.000024
3363,cortadoras,0.000006,1.871802,0.000012
3364,cortando,0.000013,1.871802,0.000024
3365,cortar,0.000006,1.871802,0.000012
3366,cortare,0.000006,1.871802,0.000012
3367,cortari,0.000006,1.871802,0.000012
3368,cortarlas,0.000006,1.871802,0.000012
3369,cortaron,0.000013,1.871802,0.000024
3370,corte,0.000142,1.871802,0.000265
3371,cortes,0.000006,1.871802,0.000012
3372,cortesana,0.000026,1.871802,0.000048
3373,cortesanas,0.000013,1.871802,0.000024
3374,cortesano,0.000019,1.871802,0.000036
3375,cortesanos,0.000032,1.871802,0.000060
3376,corteses,0.000026,1.871802,0.000048
3377,cortesi,0.000135,1.871802,0.000253
3378,corteza,0.000006,1.871802,0.000012
3379,cortezas,0.000013,1.871802,0.000024
3380,corto,0.000032,1.871802,0.000060
3381,cortos,0.000019,1.871802,0.000036
3382,corvo,0.000006,1.871802,0.000012
3383,cosa,0.001811,1.871802,0.003391
3384,cosario,0.000013,1.871802,0.000024
3385,cosarios,0.000019,1.871802,0.000036
3386,cosas,0.001160,1.871802,0.002172
3387,cose,0.000006,1.871802,0.000012
3388,cosecha,0.000013,1.871802,0.000024
3389,cosechas,0.000006,1.871802,0.000012
3390,coselete,0.000006,1.871802,0.000012
3391,coser,0.000006,1.871802,0.000012
3392,cosido,0.000006,1.871802,0.000012
3393,cosmo,0.000006,1.871802,0.000012
3394,costa,0.000084,1.871802,0.000157
3395,costal,0.000045,1.871802,0.000084
3396,costar,0.000013,1.871802,0.000024
3397,costara,0.000006,1.871802,0.000012
3398,costarme,0.000006,1.871802,0.000012
3399,costaron,0.000006,1.871802,0.000012
3400,costas,0.000006,1.871802,0.000012
3401,costase,0.000013,1.871802,0.000024
3402,costezuela,0.000006,1.871802,0.000012
3403,costilla,0.000019,1.871802,0.000036
3404,costillas,0.000064,1.871802,0.000121
3405,costo,0.000039,1.871802,0.000072
3406,costosa,0.000013,1.871802,0.000024
3407,costosas,0.000006,1.871802,0.000012
3408,costumbre,0.000103,1.871802,0.000193
3409,costumbres,0.000045,1.871802,0.000084
3410,costura,0.000006,1.871802,0.000012
3411,cotejando,0.000006,1.871802,0.000012
3412,coto,0.000006,1.871802,0.000012
3413,cotufas,0.000013,1.871802,0.000024
3414,could,0.000000,0.080043,0.000000
3415,couldn,0.000000,0.955511,0.000000
3416,course,0.000000,0.619039,0.000000
3417,covered,0.000000,1.871802,0.000000
3418,coyundas,0.000006,1.871802,0.000012
3419,coyuntura,0.000032,1.871802,0.000060
3420,coz,0.000006,1.871802,0.000012
3421,cre,0.000135,1.871802,0.000253
3422,crea,0.000013,1.871802,0.000024
3423,creas,0.000013,1.871802,0.000024
3424,crece,0.000019,1.871802,0.000036
3425,crecer,0.000013,1.871802,0.000024
3426,creci,0.000006,1.871802,0.000012
3427,crecido,0.000013,1.871802,0.000024
3428,crecidos,0.000006,1.871802,0.000012
3429,creciendo,0.000013,1.871802,0.000024
3430,crecio,0.000019,1.871802,0.000036
3431,credo,0.000006,1.871802,0.000012
3432,credos,0.000013,1.871802,0.000024
3433,cree,0.000032,1.871802,0.000060
3434,creed,0.000006,1.871802,0.000012
3435,creedme,0.000006,1.871802,0.000012
3436,creencia,0.000006,1.871802,0.000012
3437,creer,0.000232,1.871802,0.000434
3438,creerlo,0.000006,1.871802,0.000012
3439,creerlos,0.000013,1.871802,0.000024
3440,crees,0.000006,1.871802,0.000012
3441,crei,0.000142,1.871802,0.000265
3442,creo,0.000290,1.871802,0.000543
3443,creta,0.000013,1.871802,0.000024
3444,creye,0.000006,1.871802,0.000012
3445,creyendo,0.000122,1.871802,0.000229
3446,creyera,0.000013,1.871802,0.000024
3447,creyeran,0.000006,1.871802,0.000012
3448,creyese,0.000026,1.871802,0.000048
3449,creyeses,0.000006,1.871802,0.000012
3450,creyo,0.000090,1.871802,0.000169
3451,cri,0.000013,1.871802,0.000024
3452,criaban,0.000006,1.871802,0.000012
3453,criada,0.000032,1.871802,0.000060
3454,criadas,0.000045,1.871802,0.000084
3455,criado,0.000264,1.871802,0.000495
3456,criador,0.000006,1.871802,0.000012
3457,criados,0.000219,1.871802,0.000410
3458,criar,0.000006,1.871802,0.000012
3459,criatura,0.000039,1.871802,0.000072
3460,criaturas,0.000006,1.871802,0.000012
3461,criba,0.000006,1.871802,0.000012
3462,criban,0.000006,1.871802,0.000012
3463,crifas,0.000006,1.871802,0.000012
3464,crifos,0.000013,1.871802,0.000024
3465,crines,0.000013,1.871802,0.000024
3466,crio,0.000026,1.871802,0.000048
3467,cris,0.000013,1.871802,0.000024
3468,crisp,0.000000,1.466337,0.000000
3469,cristal,0.000032,1.871802,0.000060
3470,cristales,0.000006,1.871802,0.000012
3471,cristalinas,0.000006,1.871802,0.000012
3472,cristiana,0.000122,1.871802,0.000229
3473,cristianamente,0.000006,1.871802,0.000012
3474,cristiandad,0.000013,1.871802,0.000024
3475,cristiano,0.000284,1.871802,0.000531
3476,cristianos,0.000335,1.871802,0.000627
3477,cristo,0.000006,1.871802,0.000012
3478,critas,0.000006,1.871802,0.000012
3479,crossed,0.000000,1.178655,0.000000
3480,crowded,0.000000,0.773190,0.000000
3481,cruces,0.000013,1.871802,0.000024
3482,crucifijo,0.000006,1.871802,0.000012
3483,cruel,0.000129,1.871802,0.000241
3484,crueldad,0.000058,1.871802,0.000109
3485,crueldades,0.000006,1.871802,0.000012
3486,crueles,0.000019,1.871802,0.000036
3487,crujie,0.000006,1.871802,0.000012
3488,crujir,0.000006,1.871802,0.000012
3489,cruz,0.000064,1.871802,0.000121
3490,cruzadas,0.000006,1.871802,0.000012
3491,cruzando,0.000013,1.871802,0.000024
3492,cruzar,0.000006,1.871802,0.000012
3493,ctor,0.000019,1.871802,0.000036
3494,cua,0.000780,1.871802,0.001460
3495,cuadra,0.000013,1.871802,0.000024
3496,cuadrada,0.000006,1.871802,0.000012
3497,cuadre,0.000006,1.871802,0.000012
3498,cuadrilla,0.000026,1.871802,0.000048
3499,cuadrillero,0.000097,1.871802,0.000181
3500,cuadrilleros,0.000148,1.871802,0.000278
3501,cuajada,0.000006,1.871802,0.000012
3502,cuales,0.000516,1.871802,0.000965
3503,cualesquiera,0.000013,1.871802,0.000024
3504,cualificada,0.000006,1.871802,0.000012
3505,cualquier,0.000116,1.871802,0.000217
3506,cualquiera,0.000135,1.871802,0.000253
3507,cuan,0.000019,1.871802,0.000036
3508,cuanta,0.000032,1.871802,0.000060
3509,cuantas,0.000058,1.871802,0.000109
3510,cuanto,0.000903,1.871802,0.001689
3511,cuantos,0.000226,1.871802,0.000422
3512,cuarenta,0.000032,1.871802,0.000060
3513,cuarta,0.000019,1.871802,0.000036
3514,cuartana,0.000013,1.871802,0.000024
3515,cuartel,0.000006,1.871802,0.000012
3516,cuarteles,0.000013,1.871802,0.000024
3517,cuartillos,0.000006,1.871802,0.000012
3518,cuarto,0.000032,1.871802,0.000060
3519,cuartos,0.000019,1.871802,0.000036
3520,cuasi,0.000006,1.871802,0.000012
3521,cuatrero,0.000006,1.871802,0.000012
3522,cuatro,0.000438,1.871802,0.000821
3523,cuatrocientos,0.000026,1.871802,0.000048
3524,cubierta,0.000045,1.871802,0.000084
3525,cubiertas,0.000006,1.871802,0.000012
3526,cubierto,0.000052,1.871802,0.000097
3527,cubiertos,0.000019,1.871802,0.000036
3528,cubra,0.000013,1.871802,0.000024
3529,cubri,0.000039,1.871802,0.000072
3530,cubrie,0.000006,1.871802,0.000012
3531,cubrieron,0.000013,1.871802,0.000024
3532,cubrio,0.000032,1.871802,0.000060
3533,cubrir,0.000039,1.871802,0.000072
3534,cubrira,0.000006,1.871802,0.000012
3535,cubrirse,0.000019,1.871802,0.000036
3536,cuchillada,0.000045,1.871802,0.000084
3537,cuchilladas,0.000045,1.871802,0.000084
3538,cuchillo,0.000026,1.871802,0.000048
3539,cue,0.000019,1.871802,0.000036
3540,cuelga,0.000006,1.871802,0.000012
3541,cuello,0.000097,1.871802,0.000181
3542,cuellos,0.000013,1.871802,0.000024
3543,cuenta,0.000664,1.871802,0.001243
3544,cuentan,0.000116,1.871802,0.000217
3545,cuentas,0.000026,1.871802,0.000048
3546,cuente,0.000006,1.871802,0.000012
3547,cuenten,0.000013,1.871802,0.000024
3548,cuentes,0.000006,1.871802,0.000012
3549,cuento,0.000361,1.871802,0.000676
3550,cuentos,0.000039,1.871802,0.000072
3551,cuerda,0.000013,1.871802,0.000024
3552,cuerdas,0.000006,1.871802,0.000012
3553,cuerdo,0.000026,1.871802,0.000048
3554,cuerdos,0.000013,1.871802,0.000024
3555,cuerno,0.000116,1.871802,0.000217
3556,cuernos,0.000026,1.871802,0.000048
3557,cuero,0.000039,1.871802,0.000072
3558,cueros,0.000097,1.871802,0.000181
3559,cuerpo,0.000374,1.871802,0.000700
3560,cuerpos,0.000019,1.871802,0.000036
3561,cuervo,0.000026,1.871802,0.000048
3562,cuesta,0.000064,1.871802,0.000121
3563,cuestas,0.000032,1.871802,0.000060
3564,cueste,0.000006,1.871802,0.000012
3565,cuestio,0.000006,1.871802,0.000012
3566,cueva,0.000026,1.871802,0.000048
3567,cuidad,0.000006,1.871802,0.000012
3568,cuidado,0.000239,1.871802,0.000446
3569,cuidados,0.000006,1.871802,0.000012
3570,cuidadosa,0.000006,1.871802,0.000012
3571,cuita,0.000058,1.871802,0.000109
3572,cuitada,0.000006,1.871802,0.000012
3573,cuitadas,0.000006,1.871802,0.000012
3574,cuitado,0.000006,1.871802,0.000012
3575,cuitas,0.000006,1.871802,0.000012
3576,culebras,0.000013,1.871802,0.000024
3577,culo,0.000019,1.871802,0.000036
3578,culos,0.000006,1.871802,0.000012
3579,culpa,0.000284,1.871802,0.000531
3580,culpada,0.000006,1.871802,0.000012
3581,culpado,0.000006,1.871802,0.000012
3582,culpan,0.000006,1.871802,0.000012
3583,culpar,0.000006,1.871802,0.000012
3584,culpas,0.000026,1.871802,0.000048
3585,culpo,0.000006,1.871802,0.000012
3586,cumbre,0.000013,1.871802,0.000024
3587,cumpla,0.000045,1.871802,0.000084
3588,cumplan,0.000013,1.871802,0.000024
3589,cumple,0.000013,1.871802,0.000024
3590,cumplen,0.000013,1.871802,0.000024
3591,cumpli,0.000039,1.871802,0.000072
3592,cumplida,0.000006,1.871802,0.000012
