index,term,TF,IDF,TF-IDF
11958,sagaz,0.000013,1.871802,0.000024
11959,sagrada,0.000006,1.871802,0.000012
11960,sahumados,0.000013,1.871802,0.000024
11961,sahumerio,0.000006,1.871802,0.000012
11962,said,0.000000,1.871802,0.000000
11963,sal,0.000045,1.871802,0.000084
11964,sala,0.000071,1.871802,0.000133
11965,salamanca,0.000026,1.871802,0.000048
11966,salar,0.000006,1.871802,0.000012
11967,salario,0.000052,1.871802,0.000097
11968,salarios,0.000006,1.871802,0.000012
11969,salas,0.000013,1.871802,0.000024
11970,saldra,0.000064,1.871802,0.000121
11971,saldre,0.000026,1.871802,0.000048
11972,saldremos,0.000006,1.871802,0.000012
11973,saldri,0.000032,1.871802,0.000060
11974,sale,0.000071,1.871802,0.000133
11975,salen,0.000032,1.871802,0.000060
11976,sales,0.000006,1.871802,0.000012
11977,salga,0.000032,1.871802,0.000060
11978,salgamos,0.000019,1.871802,0.000036
11979,salgan,0.000019,1.871802,0.000036
11980,salgas,0.000006,1.871802,0.000012
11981,salgo,0.000013,1.871802,0.000024
11982,sali,0.000129,1.871802,0.000241
11983,salida,0.000097,1.871802,0.000181
11984,salidas,0.000013,1.871802,0.000024
11985,salido,0.000110,1.871802,0.000205
11986,salie,0.000013,1.871802,0.000024
11987,saliendo,0.000039,1.871802,0.000072
11988,saliera,0.000026,1.871802,0.000048
11989,salieron,0.000071,1.871802,0.000133
11990,saliese,0.000071,1.871802,0.000133
11991,saliesen,0.000026,1.871802,0.000048
11992,salimos,0.000019,1.871802,0.000036
11993,salio,0.000258,1.871802,0.000483
11994,salir,0.000451,1.871802,0.000845
11995,salirme,0.000006,1.871802,0.000012
11996,salirse,0.000006,1.871802,0.000012
11997,salmantino,0.000013,1.871802,0.000024
11998,salpico,0.000006,1.871802,0.000012
11999,salsa,0.000006,1.871802,0.000012
12000,saltaba,0.000006,1.871802,0.000012
12001,saltaban,0.000006,1.871802,0.000012
12002,saltado,0.000006,1.871802,0.000012
12003,saltando,0.000019,1.871802,0.000036
12004,saltar,0.000019,1.871802,0.000036
12005,salte,0.000006,1.871802,0.000012
12006,saltea,0.000013,1.871802,0.000024
12007,salteador,0.000039,1.871802,0.000072
12008,salteadores,0.000013,1.871802,0.000024
12009,saltear,0.000006,1.871802,0.000012
12010,saltearon,0.000006,1.871802,0.000012
12011,salto,0.000058,1.871802,0.000109
12012,saltos,0.000019,1.871802,0.000036
12013,salud,0.000077,1.871802,0.000145
12014,saluda,0.000006,1.871802,0.000012
12015,saludaban,0.000006,1.871802,0.000012
12016,saludado,0.000013,1.871802,0.000024
12017,saludarla,0.000006,1.871802,0.000012
12018,saludarle,0.000006,1.871802,0.000012
12019,saludaron,0.000006,1.871802,0.000012
12020,saludes,0.000013,1.871802,0.000024
12021,saludo,0.000013,1.871802,0.000024
12022,salutacio,0.000006,1.871802,0.000012
12023,saluti,0.000006,1.871802,0.000012
12024,salva,0.000006,1.871802,0.000012
12025,salvaje,0.000006,1.871802,0.000012
12026,salvas,0.000006,1.871802,0.000012
12027,salves,0.000006,1.871802,0.000012
12028,salvo,0.000097,1.871802,0.000181
12029,salvoconducto,0.000006,1.871802,0.000012
12030,same,0.000006,0.080043,0.000001
12031,san,0.000097,1.871802,0.000181
12032,sana,0.000026,1.871802,0.000048
12033,sanaba,0.000013,1.871802,0.000024
12034,sanado,0.000006,1.871802,0.000012
12035,sanara,0.000006,1.871802,0.000012
12036,sanaremos,0.000006,1.871802,0.000012
12037,sanas,0.000006,1.871802,0.000012
12038,sanase,0.000006,1.871802,0.000012
12039,sancho,0.004455,1.871802,0.008338
12040,sanchuelo,0.000006,1.871802,0.000012
12041,sandeces,0.000026,1.871802,0.000048
12042,sandez,0.000032,1.871802,0.000060
12043,sandio,0.000013,1.871802,0.000024
12044,sane,0.000006,1.871802,0.000012
12045,sangran,0.000006,1.871802,0.000012
12046,sangrarse,0.000006,1.871802,0.000012
12047,sangre,0.000290,1.871802,0.000543
12048,sangri,0.000013,1.871802,0.000024
12049,sangrientas,0.000006,1.871802,0.000012
12050,sanguinolenta,0.000006,1.871802,0.000012
12051,sanidad,0.000006,1.871802,0.000012
12052,sanlu,0.000013,1.871802,0.000024
12053,sano,0.000064,1.871802,0.000121
12054,sanos,0.000013,1.871802,0.000024
12055,sanson,0.000006,1.871802,0.000012
12056,santa,0.000200,1.871802,0.000374
12057,santas,0.000019,1.871802,0.000036
12058,santi,0.000013,1.871802,0.000024
12059,santiago,0.000013,1.871802,0.000024
12060,santidad,0.000013,1.871802,0.000024
12061,santiguada,0.000013,1.871802,0.000024
12062,santiguaron,0.000006,1.871802,0.000012
12063,santo,0.000039,1.871802,0.000072
12064,santos,0.000026,1.871802,0.000048
12065,saque,0.000058,1.871802,0.000109
12066,saques,0.000006,1.871802,0.000012
12067,sar,0.000026,1.871802,0.000048
12068,sardinas,0.000006,1.871802,0.000012
12069,sardo,0.000006,1.871802,0.000012
12070,sargel,0.000019,1.871802,0.000036
12071,sarna,0.000026,1.871802,0.000048
12072,sarra,0.000019,1.871802,0.000036
12073,sarta,0.000013,1.871802,0.000024
12074,sas,0.000013,1.871802,0.000024
12075,sase,0.000006,1.871802,0.000012
12076,sasele,0.000006,1.871802,0.000012
12077,sastre,0.000013,1.871802,0.000024
12078,sat,0.000000,0.167054,0.000000
12079,satana,0.000039,1.871802,0.000072
12080,satanases,0.000006,1.871802,0.000012
12081,satisfaccio,0.000026,1.871802,0.000048
12082,satisfaceis,0.000006,1.871802,0.000012
12083,satisfacelle,0.000006,1.871802,0.000012
12084,satisfacer,0.000052,1.871802,0.000097
12085,satisfacerlas,0.000006,1.871802,0.000012
12086,satisfacerle,0.000006,1.871802,0.000012
12087,satisfacerles,0.000006,1.871802,0.000012
12088,satisfacerme,0.000006,1.871802,0.000012
12089,satisfaceros,0.000013,1.871802,0.000024
12090,satisfacerse,0.000013,1.871802,0.000024
12091,satisfaciendo,0.000006,1.871802,0.000012
12092,satisfacio,0.000019,1.871802,0.000036
12093,satisfaga,0.000026,1.871802,0.000048
12094,satisfagas,0.000013,1.871802,0.000024
12095,satisfara,0.000006,1.871802,0.000012
12096,satisfare,0.000013,1.871802,0.000024
12097,satisfari,0.000006,1.871802,0.000012
12098,satisfecha,0.000026,1.871802,0.000048
12099,satisfechas,0.000013,1.871802,0.000024
12100,satisfecho,0.000103,1.871802,0.000193
12101,satisfechos,0.000019,1.871802,0.000036
12102,satisficiera,0.000006,1.871802,0.000012
12103,satisficieron,0.000006,1.871802,0.000012
12104,satisfizo,0.000013,1.871802,0.000024
12105,saw,0.000000,0.367725,0.000000
12106,say,0.000000,1.871802,0.000000
12107,saya,0.000026,1.871802,0.000048
12108,saying,0.000000,1.871802,0.000000
12109,sayo,0.000026,1.871802,0.000048
12110,says,0.000000,1.871802,0.000000
12111,sazo,0.000226,1.871802,0.000422
12112,sazonadas,0.000006,1.871802,0.000012
12113,sazonado,0.000006,1.871802,0.000012
12114,sazones,0.000006,1.871802,0.000012
12115,scare,0.000000,1.178655,0.000000
12116,scattered,0.000000,0.955511,0.000000
12117,scattering,0.000000,1.466337,0.000000
12118,scene,0.000000,1.871802,0.000000
12119,scent,0.000000,1.871802,0.000000
12120,schedule,0.000000,1.466337,0.000000
12121,schedules,0.000000,1.178655,0.000000
12122,scilas,0.000006,1.871802,0.000012
12123,scos,0.000006,1.871802,0.000012
12124,scripserunt,0.000006,1.871802,0.000012
12125,sculos,0.000006,1.871802,0.000012
12126,se,0.017116,1.871802,0.032037
12127,sea,0.000909,1.178655,0.001071
12128,seais,0.000013,1.871802,0.000024
12129,seamos,0.000006,1.871802,0.000012
12130,sean,0.000206,1.871802,0.000386
12131,seas,0.000039,1.871802,0.000072
12132,seca,0.000013,1.871802,0.000024
12133,secas,0.000006,1.871802,0.000012
12134,seco,0.000064,1.871802,0.000121
12135,second,0.000000,1.871802,0.000000
12136,secondly,0.000000,1.871802,0.000000
12137,seconds,0.000000,1.178655,0.000000
12138,secreta,0.000013,1.871802,0.000024
12139,secretamente,0.000013,1.871802,0.000024
12140,secretario,0.000006,1.871802,0.000012
12141,secreto,0.000116,1.871802,0.000217
12142,secretos,0.000032,1.871802,0.000060
12143,secrets,0.000000,1.466337,0.000000
12144,secta,0.000013,1.871802,0.000024
12145,sectas,0.000013,1.871802,0.000024
12146,secuaces,0.000006,1.871802,0.000012
12147,secundar,0.000006,1.871802,0.000012
12148,secundara,0.000006,1.871802,0.000012
12149,sed,0.000039,1.871802,0.000072
12150,seda,0.000013,1.871802,0.000024
12151,sedan,0.000006,1.871802,0.000012
12152,sedero,0.000013,1.871802,0.000024
12153,sedes,0.000013,1.871802,0.000024
12154,sediento,0.000006,1.871802,0.000012
12155,see,0.000000,0.080043,0.000000
12156,seeing,0.000000,0.619039,0.000000
12157,seem,0.000000,1.178655,0.000000
12158,seemed,0.000000,0.080043,0.000000
12159,seeming,0.000000,1.871802,0.000000
12160,seems,0.000000,1.871802,0.000000
12161,seen,0.000000,1.178655,0.000000
12162,segadores,0.000013,1.871802,0.000024
12163,seglar,0.000006,1.871802,0.000012
12164,segovia,0.000026,1.871802,0.000048
12165,segu,0.000496,1.871802,0.000929
12166,segui,0.000071,1.871802,0.000133
12167,seguida,0.000006,1.871802,0.000012
12168,seguidamente,0.000006,1.871802,0.000012
12169,seguidme,0.000006,1.871802,0.000012
12170,seguido,0.000026,1.871802,0.000048
12171,seguidor,0.000006,1.871802,0.000012
12172,seguille,0.000019,1.871802,0.000036
12173,seguimiento,0.000006,1.871802,0.000012
12174,seguir,0.000148,1.871802,0.000278
12175,seguira,0.000006,1.871802,0.000012
12176,seguire,0.000006,1.871802,0.000012
12177,seguiri,0.000006,1.871802,0.000012
12178,seguirla,0.000006,1.871802,0.000012
12179,seguirle,0.000006,1.871802,0.000012
12180,segunda,0.000071,1.871802,0.000133
12181,segundo,0.000135,1.871802,0.000253
12182,segura,0.000103,1.871802,0.000193
12183,seguramente,0.000039,1.871802,0.000072
12184,seguras,0.000006,1.871802,0.000012
12185,seguridad,0.000071,1.871802,0.000133
12186,seguro,0.000097,1.871802,0.000181
12187,seguros,0.000032,1.871802,0.000060
12188,seis,0.000193,1.871802,0.000362
12189,seiscientos,0.000006,1.871802,0.000012
12190,sela,0.000013,1.871802,0.000024
12191,sele,0.000071,1.871802,0.000133
12192,seles,0.000013,1.871802,0.000024
12193,self,0.000000,1.871802,0.000000
12194,selim,0.000006,1.871802,0.000012
12195,sello,0.000013,1.871802,0.000024
12196,selo,0.000039,1.871802,0.000072
12197,selva,0.000006,1.871802,0.000012
12198,selvas,0.000019,1.871802,0.000036
12199,selves,0.000000,1.871802,0.000000
12200,semana,0.000019,1.871802,0.000036
12201,semanas,0.000006,1.871802,0.000012
12202,semblante,0.000013,1.871802,0.000024
12203,semblantes,0.000006,1.871802,0.000012
12204,sembraba,0.000006,1.871802,0.000012
12205,sembrad,0.000006,1.871802,0.000012
12206,sembradura,0.000006,1.871802,0.000012
12207,sembrar,0.000006,1.871802,0.000012
12208,seme,0.000006,1.871802,0.000012
12209,semeja,0.000019,1.871802,0.000036
12210,semejaban,0.000013,1.871802,0.000024
12211,semejan,0.000006,1.871802,0.000012
12212,semejante,0.000110,1.871802,0.000205
12213,semejantes,0.000271,1.871802,0.000507
12214,semejanza,0.000006,1.871802,0.000012
12215,semejas,0.000006,1.871802,0.000012
12216,semidoncellas,0.000006,1.871802,0.000012
12217,semientes,0.000006,1.871802,0.000012
12218,semos,0.000232,1.871802,0.000434
12219,sen,0.005357,1.871802,0.010027
12220,senal,0.000006,1.871802,0.000012
12221,sencillamente,0.000006,1.871802,0.000012
12222,sencillez,0.000006,1.871802,0.000012
12223,sencillo,0.000006,1.871802,0.000012
12224,sencillos,0.000006,1.871802,0.000012
12225,senda,0.000039,1.871802,0.000072
12226,sendas,0.000006,1.871802,0.000012
12227,sendero,0.000006,1.871802,0.000012
12228,sending,0.000000,1.178655,0.000000
12229,seno,0.000039,1.871802,0.000072
12230,senos,0.000013,1.871802,0.000024
12231,sense,0.000006,0.955511,0.000006
12232,sensible,0.000006,1.466337,0.000009
12233,sent,0.000000,1.466337,0.000000
12234,senta,0.000039,1.871802,0.000072
12235,sentada,0.000006,1.871802,0.000012
12236,sentado,0.000058,1.871802,0.000109
12237,sentar,0.000032,1.871802,0.000060
12238,sentaron,0.000019,1.871802,0.000036
12239,sentarse,0.000019,1.871802,0.000036
12240,sentase,0.000013,1.871802,0.000024
12241,sentencia,0.000032,1.871802,0.000060
12242,sentencias,0.000026,1.871802,0.000048
12243,senti,0.000077,1.871802,0.000145
12244,sentida,0.000019,1.871802,0.000036
12245,sentidas,0.000006,1.871802,0.000012
12246,sentido,0.000103,1.871802,0.000193
12247,sentidos,0.000071,1.871802,0.000133
12248,sentimiento,0.000077,1.871802,0.000145
12249,sentimientos,0.000052,1.871802,0.000097
12250,sentinels,0.000000,1.871802,0.000000
12251,sentir,0.000039,1.871802,0.000072
12252,sentira,0.000006,1.871802,0.000012
12253,sentire,0.000006,1.871802,0.000012
12254,sentiste,0.000006,1.871802,0.000012
12255,sento,0.000026,1.871802,0.000048
12256,sentries,0.000000,1.871802,0.000000
12257,seo,0.000006,1.871802,0.000012
12258,seos,0.000019,1.871802,0.000036
12259,sepa,0.000232,1.871802,0.000434
12260,sepades,0.000006,1.871802,0.000012
12261,sepamos,0.000019,1.871802,0.000036
12262,sepan,0.000039,1.871802,0.000072
12263,separate,0.000000,1.871802,0.000000
12264,sepas,0.000039,1.871802,0.000072
12265,sepultado,0.000006,1.871802,0.000012
12266,sepulto,0.000006,1.871802,0.000012
12267,sepultura,0.000110,1.871802,0.000205
12268,sequedad,0.000013,1.871802,0.000024
12269,sera,0.000786,1.871802,0.001472
12270,seras,0.000006,1.871802,0.000012
12271,sere,0.000064,1.871802,0.000121
12272,serenar,0.000006,1.871802,0.000012
12273,sereni,0.000006,1.871802,0.000012
12274,sereno,0.000006,1.871802,0.000012
12275,sergas,0.000006,1.871802,0.000012
12276,seri,0.000290,1.871802,0.000543
12277,seria,0.000116,1.871802,0.000217
12278,serious,0.000000,1.871802,0.000000
12279,seriously,0.000000,1.871802,0.000000
12280,serlo,0.000097,1.871802,0.000181
12281,sermo,0.000006,1.871802,0.000012
12282,sernos,0.000006,1.871802,0.000012
12283,sero,0.000013,1.871802,0.000024
12284,serpiente,0.000026,1.871802,0.000048
12285,serpientes,0.000006,1.871802,0.000012
12286,serrezuela,0.000006,1.871802,0.000012
12287,servi,0.000032,1.871802,0.000060
12288,servia,0.000006,1.871802,0.000012
12289,servicio,0.000103,1.871802,0.000193
12290,servicios,0.000077,1.871802,0.000145
12291,servida,0.000019,1.871802,0.000036
12292,servido,0.000161,1.871802,0.000302
12293,servidos,0.000013,1.871802,0.000024
12294,servilla,0.000019,1.871802,0.000036
12295,servillas,0.000006,1.871802,0.000012
12296,servir,0.000135,1.871802,0.000253
12297,servira,0.000013,1.871802,0.000024
12298,serviri,0.000006,1.871802,0.000012
12299,servirla,0.000013,1.871802,0.000024
12300,servirle,0.000032,1.871802,0.000060
12301,servirles,0.000006,1.871802,0.000012
12302,serviros,0.000071,1.871802,0.000133
12303,servirte,0.000006,1.871802,0.000012
12304,sese,0.000045,1.871802,0.000084
12305,sesenta,0.000019,1.871802,0.000036
12306,seso,0.000032,1.871802,0.000060
12307,sesos,0.000006,1.871802,0.000012
12308,sesteando,0.000006,1.871802,0.000012
12309,sestear,0.000019,1.871802,0.000036
12310,sesto,0.000006,1.871802,0.000012
12311,set,0.000000,1.466337,0.000000
12312,setenta,0.000026,1.871802,0.000048
12313,sets,0.000000,1.871802,0.000000
12314,settled,0.000000,1.871802,0.000000
12315,seven,0.000000,1.871802,0.000000
12316,several,0.000000,1.871802,0.000000
12317,sevilla,0.000084,1.871802,0.000157
12318,shaberes,0.000006,1.871802,0.000012
12319,shades,0.000000,1.466337,0.000000
12320,shall,0.000000,1.871802,0.000000
12321,shan,0.000000,1.871802,0.000000
12322,shards,0.000000,1.871802,0.000000
12323,sharing,0.000000,1.871802,0.000000
12324,sharp,0.000000,0.262364,0.000000
12325,sharper,0.000000,1.871802,0.000000
12326,she,0.000000,1.871802,0.000000
12327,sheet,0.000000,1.871802,0.000000
12328,shifted,0.000000,1.871802,0.000000
12329,shifting,0.000000,1.871802,0.000000
12330,shimmered,0.000000,1.178655,0.000000
12331,shimmering,0.000000,1.466337,0.000000
12332,shine,0.000000,1.466337,0.000000
12333,shining,0.000000,0.955511,0.000000
12334,shone,0.000000,1.178655,0.000000
12335,shook,0.000000,1.871802,0.000000
12336,shore,0.000000,0.262364,0.000000
12337,short,0.000000,1.871802,0.000000
12338,should,0.000000,1.871802,0.000000
12339,shouldn,0.000000,1.871802,0.000000
12340,sica,0.000039,1.871802,0.000072
12341,sicas,0.000019,1.871802,0.000036
12342,sico,0.000071,1.871802,0.000133
12343,sicos,0.000006,1.871802,0.000012
12344,sicut,0.000006,1.871802,0.000012
12345,side,0.000000,1.178655,0.000000
12346,sido,0.000574,1.871802,0.001074
12347,sie,0.000052,1.871802,0.000097
12348,siega,0.000013,1.871802,0.000024
12349,siempre,0.000445,1.871802,0.000833
12350,siend,0.000006,1.871802,0.000012
12351,sienes,0.000006,1.871802,0.000012
12352,sienta,0.000013,1.871802,0.000024
12353,siente,0.000026,1.871802,0.000048
12354,sienten,0.000006,1.871802,0.000012
12355,sientes,0.000013,1.871802,0.000024
12356,siento,0.000026,1.871802,0.000048
12357,sierpe,0.000019,1.871802,0.000036
12358,sierpes,0.000013,1.871802,0.000024
12359,sierra,0.000142,1.871802,0.000265
12360,sierras,0.000071,1.871802,0.000133
12361,siesta,0.000013,1.871802,0.000024
12362,siestas,0.000006,1.871802,0.000012
12363,siete,0.000058,1.871802,0.000109
12364,sifo,0.000006,1.871802,0.000012
12365,siga,0.000013,1.871802,0.000024
12366,sigamos,0.000006,1.871802,0.000012
12367,sigan,0.000013,1.871802,0.000024
12368,sigas,0.000006,1.871802,0.000012
12369,sight,0.000000,0.955511,0.000000
12370,siglo,0.000032,1.871802,0.000060
12371,siglos,0.000103,1.871802,0.000193
12372,significa,0.000013,1.871802,0.000024
12373,significaba,0.000006,1.871802,0.000012
12374,significaban,0.000006,1.871802,0.000012
12375,significacio,0.000006,1.871802,0.000012
12376,significado,0.000006,1.871802,0.000012
12377,significarme,0.000006,1.871802,0.000012
12378,significativo,0.000019,1.871802,0.000036
12379,sigo,0.000026,1.871802,0.000048
12380,sigu,0.000006,1.871802,0.000012
12381,sigue,0.000058,1.871802,0.000109
12382,siguen,0.000026,1.871802,0.000048
12383,sigues,0.000006,1.871802,0.000012
12384,siguie,0.000006,1.871802,0.000012
12385,siguiendo,0.000032,1.871802,0.000060
12386,siguiente,0.000052,1.871802,0.000097
12387,siguientes,0.000006,1.871802,0.000012
12388,siguieron,0.000045,1.871802,0.000084
12389,siguiese,0.000045,1.871802,0.000084
12390,siguiesen,0.000013,1.871802,0.000024
12391,siguio,0.000052,1.871802,0.000097
12392,sila,0.000006,1.871802,0.000012
12393,silbato,0.000006,1.871802,0.000012
12394,silbo,0.000013,1.871802,0.000024
12395,silboso,0.000006,1.871802,0.000012
12396,silence,0.000000,0.485508,0.000000
12397,silencio,0.000264,1.871802,0.000495
12398,silent,0.000000,1.178655,0.000000
12399,silently,0.000000,1.871802,0.000000
12400,silla,0.000200,1.871802,0.000374
12401,sillo,0.000013,1.871802,0.000024
12402,silo,0.000006,1.871802,0.000012
12403,silos,0.000006,1.871802,0.000012
12404,silva,0.000006,1.871802,0.000012
12405,silvanos,0.000006,1.871802,0.000012
12406,silvas,0.000006,1.871802,0.000012
12407,silvestres,0.000006,1.871802,0.000012
12408,sima,0.000277,1.871802,0.000519
12409,simamente,0.000039,1.871802,0.000072
12410,simas,0.000058,1.871802,0.000109
12411,simiente,0.000006,1.871802,0.000012
12412,similitud,0.000013,1.871802,0.000024
12413,simo,0.000380,1.871802,0.000712
12414,simos,0.000071,1.871802,0.000133
12415,simple,0.000110,1.178655,0.000129
12416,simpler,0.000000,1.871802,0.000000
12417,simples,0.000039,1.871802,0.000072
12418,simpleza,0.000006,1.871802,0.000012
12419,simplicidad,0.000039,1.871802,0.000072
12420,simplicidades,0.000026,1.871802,0.000048
12421,simply,0.000000,0.167054,0.000000
12422,simulacro,0.000006,1.871802,0.000012
12423,sinabafas,0.000006,1.871802,0.000012
12424,since,0.000000,1.871802,0.000000
12425,sincera,0.000006,1.871802,0.000012
12426,single,0.000000,1.466337,0.000000
12427,singular,0.000032,1.871802,0.000060
12428,singulares,0.000006,1.871802,0.000012
12429,siniestra,0.000006,1.871802,0.000012
12430,siniestro,0.000013,1.871802,0.000024
12431,sino,0.002056,1.871802,0.003849
12432,sinrazo,0.000026,1.871802,0.000048
12433,sinrazones,0.000026,1.871802,0.000048
12434,sinsabores,0.000013,1.871802,0.000024
12435,sintie,0.000006,1.871802,0.000012
12436,sintiendo,0.000006,1.871802,0.000012
12437,sintieron,0.000006,1.871802,0.000012
12438,sintiese,0.000006,1.871802,0.000012
12439,sintieses,0.000013,1.871802,0.000024
12440,sintio,0.000090,1.871802,0.000169
12441,siquiera,0.000110,1.871802,0.000205
12442,sirgo,0.000006,1.871802,0.000012
12443,sirtes,0.000006,1.871802,0.000012
12444,sirva,0.000045,1.871802,0.000084
12445,sirvan,0.000013,1.871802,0.000024
12446,sirvas,0.000006,1.871802,0.000012
12447,sirve,0.000045,1.871802,0.000084
12448,sirven,0.000039,1.871802,0.000072
12449,sirvie,0.000019,1.871802,0.000036
12450,sirviendo,0.000006,1.871802,0.000012
12451,sirvieron,0.000006,1.871802,0.000012
12452,sirviese,0.000013,1.871802,0.000024
12453,sirvio,0.000039,1.871802,0.000072
12454,sirvo,0.000013,1.871802,0.000024
12455,sisma,0.000006,1.871802,0.000012
12456,sit,0.000006,1.466337,0.000009
12457,sitiada,0.000006,1.871802,0.000012
12458,sitio,0.000084,1.871802,0.000157
12459,sitios,0.000006,1.871802,0.000012
12460,sito,0.000168,1.871802,0.000314
12461,sitos,0.000006,1.871802,0.000012
12462,six,0.000000,1.871802,0.000000
12463,sky,0.000000,0.167054,0.000000
12464,sliding,0.000000,1.466337,0.000000
12465,slip,0.000000,1.871802,0.000000
12466,slipped,0.000000,1.466337,0.000000
12467,slips,0.000000,1.466337,0.000000
12468,slo,0.000006,1.871802,0.000012
12469,slow,0.000000,0.619039,0.000000
12470,slowed,0.000000,0.955511,0.000000
12471,slower,0.000000,1.871802,0.000000
12472,slowing,0.000000,1.466337,0.000000
12473,slowly,0.000000,0.262364,0.000000
12474,small,0.000000,0.167054,0.000000
12475,sme,0.000006,1.871802,0.000012
12476,smell,0.000000,0.619039,0.000000
12477,smelled,0.000000,1.178655,0.000000
12478,smente,0.000032,1.871802,0.000060
12479,smooth,0.000000,0.955511,0.000000
12480,sn,0.000006,1.871802,0.000012
12481,so,0.000857,0.080043,0.000069
12482,sobajada,0.000026,1.871802,0.000048
12483,soberana,0.000026,1.871802,0.000048
12484,soberbia,0.000032,1.871802,0.000060
12485,soberbio,0.000019,1.871802,0.000036
12486,soberbios,0.000013,1.871802,0.000024
12487,soborno,0.000006,1.871802,0.000012
12488,sobra,0.000026,1.871802,0.000048
12489,sobradisa,0.000006,1.871802,0.000012
12490,sobras,0.000013,1.871802,0.000024
12491,sobrase,0.000006,1.871802,0.000012
12492,sobrebarbero,0.000006,1.871802,0.000012
12493,sobredicho,0.000006,1.871802,0.000012
12494,sobrehumana,0.000013,1.871802,0.000024
12495,sobremanera,0.000019,1.871802,0.000036
12496,sobrenaturales,0.000006,1.871802,0.000012
12497,sobrenombre,0.000019,1.871802,0.000036
12498,sobrenombres,0.000013,1.871802,0.000024
12499,sobrepellices,0.000006,1.871802,0.000012
12500,sobrepuja,0.000006,1.871802,0.000012
12501,sobrepujaran,0.000006,1.871802,0.000012
12502,sobresalta,0.000006,1.871802,0.000012
12503,sobresaltada,0.000019,1.871802,0.000036
12504,sobresaltan,0.000006,1.871802,0.000012
12505,sobresaltaron,0.000013,1.871802,0.000024
12506,sobresaltarse,0.000006,1.871802,0.000012
12507,sobresaltase,0.000006,1.871802,0.000012
12508,sobresalte,0.000013,1.871802,0.000024
12509,sobresaltes,0.000006,1.871802,0.000012
12510,sobresalto,0.000148,1.871802,0.000278
12511,sobresaltos,0.000026,1.871802,0.000048
12512,sobrescrito,0.000019,1.871802,0.000036
12513,sobrevenido,0.000006,1.871802,0.000012
12514,sobreviniese,0.000006,1.871802,0.000012
12515,sobrevino,0.000013,1.871802,0.000024
12516,sobrina,0.000122,1.871802,0.000229
12517,sobrino,0.000026,1.871802,0.000048
12518,sobro,0.000006,1.871802,0.000012
12519,socapa,0.000006,1.871802,0.000012
12520,socarro,0.000019,1.871802,0.000036
12521,socorra,0.000019,1.871802,0.000036
12522,socorre,0.000006,1.871802,0.000012
12523,socorred,0.000013,1.871802,0.000024
12524,socorrella,0.000006,1.871802,0.000012
12525,socorrelle,0.000006,1.871802,0.000012
12526,socorren,0.000006,1.871802,0.000012
12527,socorrer,0.000045,1.871802,0.000084
12528,socorrerle,0.000019,1.871802,0.000036
12529,socorri,0.000006,1.871802,0.000012
12530,socorrida,0.000006,1.871802,0.000012
12531,socorrido,0.000013,1.871802,0.000024
12532,socorriendo,0.000006,1.871802,0.000012
12533,socorriese,0.000026,1.871802,0.000048
12534,socorro,0.000045,1.871802,0.000084
12535,socorros,0.000006,1.871802,0.000012
12536,soez,0.000026,1.871802,0.000048
12537,sofistico,0.000006,1.871802,0.000012
12538,sofos,0.000006,1.871802,0.000012
12539,soft,0.000000,0.367725,0.000000
12540,softened,0.000000,1.466337,0.000000
12541,softer,0.000000,0.955511,0.000000
12542,softly,0.000000,0.773190,0.000000
12543,soga,0.000019,1.871802,0.000036
12544,soil,0.000000,0.485508,0.000000
12545,sol,0.000213,1.871802,0.000398
12546,sola,0.000232,1.871802,0.000434
12547,solar,0.000006,1.871802,0.000012
12548,solas,0.000110,1.871802,0.000205
12549,solaz,0.000006,1.871802,0.000012
12550,solazando,0.000006,1.871802,0.000012
12551,solazarse,0.000006,1.871802,0.000012
12552,soldada,0.000013,1.871802,0.000024
12553,soldadesca,0.000013,1.871802,0.000024
12554,soldado,0.000142,1.871802,0.000265
12555,soldados,0.000103,1.871802,0.000193
12556,soldarse,0.000006,1.871802,0.000012
12557,sole,0.000013,1.871802,0.000024
12558,soledad,0.000084,1.871802,0.000157
12559,soledades,0.000052,1.871802,0.000097
12560,solemn,0.000000,1.871802,0.000000
12561,solene,0.000006,1.871802,0.000012
12562,solenizados,0.000006,1.871802,0.000012
12563,solenizalla,0.000006,1.871802,0.000012
12564,soles,0.000013,1.871802,0.000024
12565,soli,0.000129,1.871802,0.000241
12566,solicitada,0.000019,1.871802,0.000036
12567,solicitado,0.000013,1.871802,0.000024
12568,solicitalla,0.000006,1.871802,0.000012
12569,solicitallo,0.000006,1.871802,0.000012
12570,solicitan,0.000013,1.871802,0.000024
12571,solicitar,0.000019,1.871802,0.000036
12572,solicitares,0.000006,1.871802,0.000012
12573,solicitarle,0.000006,1.871802,0.000012
12574,solicitaste,0.000006,1.871802,0.000012
12575,solicite,0.000006,1.871802,0.000012
12576,solicito,0.000039,1.871802,0.000072
12577,solicitud,0.000058,1.871802,0.000109
12578,solicitudes,0.000006,1.871802,0.000012
12579,solid,0.000000,1.871802,0.000000
12580,solitarios,0.000006,1.871802,0.000012
12581,sollozos,0.000026,1.871802,0.000048
12582,solos,0.000097,1.871802,0.000181
12583,soltaban,0.000006,1.871802,0.000012
12584,soltalle,0.000026,1.871802,0.000048
12585,soltando,0.000006,1.871802,0.000012
12586,soltar,0.000052,1.871802,0.000097
